,City Location,Company Name,Description,Job Title,Salary Level,Search Criteria,City,State Zip,blank,State,Zip,high,low,CA,IL,IN,KY,OH,TX
5608,"San Francisco, CA",Veear Projects,"
Data structures, algorithms, programming languages, distributed systems, and information retrieval. You have a professional/academic background in at least one...",Lead Machine Learning,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5612,"Redwood City, CA",Payette Group,"
3+ years experience in the development of data products Expertise in the manipulation of large datasets ( > 1 TB) Experience in developing data products for the...",Data Scientist,high,data scientist,Redwood City, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5613,"San Francisco, CA 94103 (South Of Market area)",Uber,"
We are pioneering new techniques and drive innovations everyday that can help increase the safety You will be working alongside best in industry data scientists...","Manager, Safety Data Insights",high,data scientist,San Francisco, CA 94103 (South Of Market area),,CA,94103 (South Of Market area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5616,"San Mateo, CA 94403 (Sugerloaf area)",drawbridge,"
Strong algorithm & data structure knowledge. We are developing a large data platform for mobile advertising....","Data Scientist, Ad Team",high,data scientist,San Mateo, CA 94403 (Sugerloaf area),,CA,94403 (Sugerloaf area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5617,"San Francisco, CA",Aequor Technologies,"
Medical monitor, clinical operations, translational scientists, translational development leadership, project leadership, data management and biostatistics,...","Scientist, Clinical Research - CA",high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5619,"San Francisco, CA",Nuna,"
Our technology enables data scientists, analysts, benefits officers, and policymakers to understand healthcare data while ensuring its integrity, security and...",Infrastructure Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5620,"San Bruno, CA 94066",Walmart eCommerce,"
Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Business Manager, Financial Services",high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5622,"San Mateo, CA 94404",Apttus,"
Mentor other developers on data mining and predictive analytics best practices. Utilizing a patented combination of SaaS-based applications, the Apttus...",Machine Learning Engineer,high,data scientist,San Mateo, CA 94404,,CA,94404,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5623,"Menlo Park, CA 94025",Ayasdi,"
Gather & prioritize input from sales, marketing, data scientists, services & directly from customers & partners....",Technical Product Manager (Financial Services),high,data scientist,Menlo Park, CA 94025,,CA,94025,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5625,"San Francisco, CA",Jobspring Partners,"
As a Data Engineer, you will act as the bridge from machine learning/data science to data engineering. 3+ years’ experience with Big Data technologies like...",Machine Learning/Data Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5626,"San Francisco, CA 94105 (Financial District area)",Uber,"
It’s our job to think about this so that our riders and drivers don’t have to.As the head of payment risk program, you’ll lead a talented team of product...","Senior Manager, Global Payment Risk",high,data scientist,San Francisco, CA 94105 (Financial District area),,CA,94105 (Financial District area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5627,"Emeryville, CA","Aspera, an IBM Company","
Aspera, an IBM company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",Systems Engineer - Deployment,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5628,"Oakland, CA",Kaiser Permanente,"
Analysts, Data Consultants, and Market Strategy Consultants). Bring technical/content expertise (competitive intelligence, utilization, financial analysis,...","Manager, Data Scientist - Consumer Marketing Analytics",high,data scientist,Oakland, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5631,"San Francisco, CA",Thomson Reuters,"
The Principal Data Scientist will be responsible for user data reporting, predictive modeling and the analysis of experimentation data in the context of Thomson...",Principal Data Scientist (User Data),high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5634,"South San Francisco, CA 94080",Audentes Therapeutics,"
Interpret CMC data and write data summaries and narratives for regulatory submissions. Develop, interpret/document CMC analytical data....",Director Analytical Assay Development,high,data scientist,South San Francisco, CA 94080,,CA,94080,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5635,"San Francisco, CA",Chartboost,"
Work on several data classification problems at petabyte scale data and incorporate back into statistical models....",Machine Learning Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5636,"San Francisco, CA 94105 (Financial District area)",Accenture,"
Minimum 7 years' of experience in machine learning, machine reasoning, natural language processing, knowledge discovery and data mining, unstructured data...",Distinguished Research Scientist,high,data scientist,San Francisco, CA 94105 (Financial District area),,CA,94105 (Financial District area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5637,"San Francisco, CA 94105 (Financial District area)",Uber,"
As a dash engineer, you will help local operations teams, data scientists, regional managers and executives measure and optimize our business....",Software Engineer - Artemis / Apollo,high,data scientist,San Francisco, CA 94105 (Financial District area),,CA,94105 (Financial District area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5641,"San Francisco, CA 94158 (South Of Market area)",Twist Bioscience,"
Twist is looking for a Field Application Scientist (FAS) to serve as a primary technical field contact for Twist’s customers and to be an integral part of our...","Field Application Scientist, North America",high,data scientist,San Francisco, CA 94158 (South Of Market area),,CA,94158 (South Of Market area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5642,"San Francisco, CA",Vungle,"
Engineering at Vungle: Our goal is to deliver the best Ad experience to our users. Because of this, even tiny improvements to our Ad recommendation models","Sr. Software Engineer, Machine Learning",high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5643,"San Francisco, CA",Etsy,"
Experience as a designer, engineer, data scientist or analyst a plus. Working with fuzzy data sets. Work with partners in UX, data science, taxonomy,...","Staff Product Manager, Search & Discovery (San Francisco)",high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5645,"San Francisco, CA",The Climate Corporation,"
Our team is composed of top scientists and engineers. Science - Large-scale distributed data services for scientific computing (we use Clojure)....",Intern: Software Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5646,"San Bruno, CA 94066",Walmart eCommerce,"
As idea explorers for eCommerce, our engineers, scientists, consumer internet professionals and visionaries design, prototype and build extraordinary products....","Business Manager, Marketplace Customer Promise",high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5647,"San Francisco, CA",Hired,"
Work closely with data scientists, data engineers and data analysts to improve search quality. Strong background in search infrastructure - both the data...",Senior Search Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5648,"San Francisco, CA 94103 (South Of Market area)",Uber,"
Examples include EATS, RUSH, POOL, Airports, and Pricing.Manage the cross-functional strategic planning and business planning process, leading conversations...",Group Product Manager - Marketplace - Platform,high,data scientist,San Francisco, CA 94103 (South Of Market area),,CA,94103 (South Of Market area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5650,"San Mateo, CA",Collective Health,"
With a team of healthcare experts, engineers, data scientists and designers - think of us as a smart replacement to your traditional health insurance carrier....",Telephony Architect,high,data scientist,San Mateo, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5652,"Belmont, CA",Ten-X,"
Senior Data Scientist – Commercial Business. We are looking for a top tier data scientist work with our data science team on building out proprietary tools and...",Senior Data Scientist,high,data scientist,Belmont, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5653,"San Francisco, CA",Adobe,"
We are hiring a Computer Scientist in San Francisco and are looking for well rounded full stack engineer, who will support and extend our engineering efforts....",Computer Scientist - Full Stack Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5654,"Emeryville, CA","Aspera, an IBM Company","
Aspera, an IBM Company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",Operations Application Engineer,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5657,"Emeryville, CA 94608",Zymergen,"
Experience with data analysis pipelines and parallel processing a plus. A Laboratory Information Management System (LIMS) that collects and organizes large...",Computational Biologist,high,data scientist,Emeryville, CA 94608,,CA,94608,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5658,"San Francisco, CA",Robert Walters,"
Lead and build a team of data scientists. We are working with one of the most exciting start-ups in the gaming space and they are looking for a Lead Data...",Lead Data Scientist,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5659,"San Francisco, CA",Domino Data Lab,"
Desire to meet world-class data scientists and grok how they work. We have an ambitious vision for powerful new ways for data scientists to collaborate....",Senior Software Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5660,"Redwood City, CA",Cypress HCM,"
Senior Data Scientist. As the first Data Scientist on the team, you will be instrumental in utilizing novel machine learning methods to improve upon and create...",Senior Data Scientist,high,data scientist,Redwood City, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5661,"San Mateo, CA 94403 (Sugerloaf area)",Clinical Solutions Group,"
CSG has a job opportunity to work remotely as a Statistical Programmer for one of the leading pharmaceutical companies. The Statistical Programmer will be",Statistical Programmer,high,data scientist,San Mateo, CA 94403 (Sugerloaf area),,CA,94403 (Sugerloaf area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5662,"Emeryville, CA",CEP America,"
Experience in data aggregation, defining facts, dimensions, KPIs and hierarchies. Perform quantitative analysis, extracting information from data and using it...",Statistician/Sr. Statistician,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5665,"Emeryville, CA","Aspera, an IBM Company","
Aspera , an IBM company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",Solutions Architect,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5667,"San Francisco, CA 94105 (Financial District area)",Fitbit,"
Collaborator - You work well with Data Scientists, Application Engineers, fellow Data Engineers, and Server Administration teams....",Senior Data Engineer,high,data scientist,San Francisco, CA 94105 (Financial District area),,CA,94105 (Financial District area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5670,"San Francisco, CA",Galvanize,"
Lead Instructor, Principal Data Engineer - Enterprise. They lead by example and demonstrate from experience what data engineering and data science can do for...","Lead Instructor, Principal Data Scientist - Enterprise",high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5671,"San Bruno, CA 94066",Walmart eCommerce,"
We are a highly motivated group of Big Data engineers, Data Scientists and Applications Engineers, working in small agile group to solve sophisticated and high...",Software Engineer III - Big Data,high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5673,"San Francisco, CA",CrowdFlower,"
CrowdFlower is focused on making data useful by helping data teams collect, clean and label their data. CrowdFlower is the essential data enrichment platform...",Account Executive (AE),high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5677,"Belmont, CA",Workbridge Associates,"
Currently, they are looking to add a Senior Data Scientist to their team that has good experience working with machine-learning technologies, and other big-data...",Principal Data Scientist160000,high,data scientist,Belmont, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5678,"San Mateo, CA",Viki Inc,"
Work closely with our data scientists and data engineers to design and maintain our ultra-scale, real-time bidding platform....",Senior Systems Software Engineer,high,data scientist,San Mateo, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5679,"Emeryville, CA",Bolt Threads,"
LEAD SCIENTIST OR ENGINEER – FIBER DEVELOPMENT. Design and execute experiments, analyze data, write technical reports, and share progress during weekly meetings...",Lead (Manager) - Fiber Development,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5680,"San Francisco, CA 94107 (South Of Market area)",Premise,"
Handling large datasets including data analysis and sophisticated data visualization. You will also collaborate with analysts and data scientists across the...",Senior Statistician,high,data scientist,San Francisco, CA 94107 (South Of Market area),,CA,94107 (South Of Market area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5681,"Fremont, CA 94555 (Northgate area)",Ardelyx,"
Senior Scientist – GI/Immunology In Vivo Pharmacologist. Directly supervise a team of in vivo scientists in the development and execution of animal models and a...",Sr. Scientist - GI/Immunology in-vivo Pharmacologist,high,data scientist,Fremont, CA 94555 (Northgate area),,CA,94555 (Northgate area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5684,"San Francisco, CA","Medivation, Inc.","
Accountable for experimental design, data analysis and data interpretation, trouble shooting and providing scientific input to the internal and external...","Scientist, Pharmaceutical Technology",high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5687,"San Francisco, CA",Workbridge Associates,"
This person will be working alongside one other Data Engineer, one Data Scientist, and the Head of Data Analytics for this product team....",Senior Data Analyst,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5688,"Berkeley, CA 94720",Lawrence Berkeley National Laboratory,"
10 or more years of technical high performance computing experience and a history of innovation in providing HPC services and working with teams of...",Application Performance Consultant,high,data scientist,Berkeley, CA 94720,,CA,94720,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5689,"San Francisco, CA",The Climate Corporation,"
Experience with spatio-temporal and geospatial data. This team works with other soil scientists, statisticians and our field experiment team across various...",Senior Quantitative Researcher - Geospatial Soil Scientist,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5690,"Redwood City, CA","GenapSys, Inc.","
Our team brings together an incredibly diverse and multidisciplinary set of backgrounds and skills – from software developers, data scientists, electrical and...",Senior Machine Learning Scientist,high,data scientist,Redwood City, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5692,"San Francisco, CA","Integrated Management Resources, LLC","
3-5 years' of relevant corporate work experience working on programming, data analytics, quantitative modeling....",Quantitative Developer/Analyst,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5693,"San Mateo, CA",Marketo,"
 B uild upon our new data infrastructure to enable more engineers and data scientist to quickly build new applications....",Hadoop Infrastructure Developer,high,data scientist,San Mateo, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5694,"Belmont, CA",Ten-X,"
Work with our data scientists to help them productionize data science models. Develop data quality checks and data cleaning tools. External data sets....",Senior Data Engineer,high,data scientist,Belmont, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5698,"San Francisco, CA",Workbridge Associates,"
A leading San Francisco consumer web and personalized shopping company is looking to add a Data Scientist to their Human Computation team....",Data Science (Human Computation),high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5699,"San Francisco, CA",Adobe,"
Computer Scientist in San Francisco and are looking for well rounded full stack engineer, who will support and extend our engineering efforts....",Senior Computer Scientist,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5701,"San Francisco, CA",McKinsey & Company,"
Experience linking multiple data platforms (social media, open, etc) and with data visualization tools (e.g., Tableau)....","Data Scientist, Marketing",high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5702,"San Mateo, CA",Workbridge Associates,"
Well-established company founded by top scientists has an open job for a Hadoop Data Engineer in San Mateo....",Data Engineer - Hadoop,high,data scientist,San Mateo, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5703,"Emeryville, CA","Aspera, an IBM Company","
Aspera , an IBM company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",Technical Consultant,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5706,"Redwood City, CA",C3 IoT,"
The C3 IoT Platform is the result of a seven-year development effort from a seasoned management team and industry-leading data scientists and software...",Corporate Counsel,high,data scientist,Redwood City, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5711,"San Bruno, CA 94066",Walmart eCommerce,"
Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Business Manager, Seller Integration",high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5712,"South San Francisco, CA 94080",Cytokinetics,"
And data interpretation and reporting. Monitor and interpret the accumulating clinical safety data for Cytokinetics’ investigational new drugs....",Clinical Research Fellow in Neuromuscular Diseases,high,data scientist,South San Francisco, CA 94080,,CA,94080,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5713,"Foster City, CA",BioPoint,"
SOP updates, data analysis, and other ad hoc activities. Medical Director, Drug Safety Physician, Drug Safety Scientist, PV Physician, Pharmacovigilance MD....",Senior Drug Safety Physician,high,data scientist,Foster City, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5714,"Menlo Park, CA 94025",Ayasdi,"
Work with data scientists, other engineers and usability experts to design and implement appropriate abstractions and interfaces to our system....",Senior Data Engineer (Python),high,data scientist,Menlo Park, CA 94025,,CA,94025,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5715,"San Francisco, CA",Element Analytics,"
Today, they must wrangle and work at data — we make data work for people, proactively surfacing insight where it’s needed most....",Visual Interaction Designer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5716,"South San Francisco, CA",FLX Bio,"
This includes defining appropriate studies/endpoints and designing studies in DMPK for the relevant therapeutic areas and being responsible for the quality and...","DD-012: Principal Investigator, DMPK",high,data scientist,South San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5717,"Emeryville, CA","Aspera, an IBM Company","
Prior experience with Big Data, Cloud or File Transfer preferred. Aspera is the creator of next-generation transport technologies that move the world’s data at...",Director of Engineering,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5718,"Redwood Shores, CA",Oracle,"
You pay an intense amount of attention to the quality of the product, data, and code you produce. You are deeply curious and knowledgeable about the nuts and...",Sr. Prin / Architect - Software Dev - AI / Machine Learning...,high,data scientist,Redwood Shores, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5719,"San Francisco, CA 94102 (Downtown area)",Practice Fusion,"
Work with business stakeholders, test engineers, program managers, release engineers, enterprise architects, data architects and data scientists to develop...",Software Engineer,high,data scientist,San Francisco, CA 94102 (Downtown area),,CA,94102 (Downtown area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5721,"San Francisco, CA",Mode,"
Analysts and Data Scientists use Mode to analyze data, build visualizations, and share work with colleagues....",Senior Back-End Engineer - Data Services,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5723,"San Francisco Bay Area, CA",BioPhase Solutions,"
Experience in processing high throughput biomedical data:. Ability to understand and analyze data from complex experimental designs....",Principal Scientist Bioinformatics (Pleasanton),high,data scientist,San Francisco Bay Area, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5726,"Emeryville, CA 94608",Zymergen,"
Support troubleshooting as needed, advising engineers and scientists responsible for technical solutions. The Director will partner with Software, Automation,...","Director, Fermentation",high,data scientist,Emeryville, CA 94608,,CA,94608,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5727,"San Francisco, CA 94102 (Downtown area)",Capital Markets Placement,"
We’re looking for a data scientist who would be equally passionate about transforming the aforementioned experience by leveraging insights gained from data....",Data Scientist,high,data scientist,San Francisco, CA 94102 (Downtown area),,CA,94102 (Downtown area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5729,"San Francisco, CA",The Climate Corporation,"
You will have the opportunity to work with large, ""big data"" sets such as machine generated data from our farmer's equipment to geospatial data, precision...","Software Engineer, Backend",high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5730,"San Francisco, CA",Notable Labs,"
Working with scientists to spec out projects. A experimental app in Python for some data analysis. Other times we assist with data analysis or debugging a...",Software Engineering Intern,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5731,"San Francisco, CA 94103 (South Of Market area)",Uber,"
Our ideal engineer enjoys working in a cross-functional team of Data Scientists, Product Managers, Engineers Product Marketing Managers, Finance and multiple...",Software Engineer - Rider Incentives,high,data scientist,San Francisco, CA 94103 (South Of Market area),,CA,94103 (South Of Market area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5732,"Redwood Shores, CA",Oracle,"
You pay an intense amount of attention to the quality of the product, data, and code. You are deeply curious and knowledgeable about the nuts and bolts of...",Director - Software Dev - AI / Machine Learning / NLP,high,data scientist,Redwood Shores, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5733,"Menlo Park, CA 94025",Ayasdi,"
Gather & prioritize input from sales, marketing, data scientists, services & directly from customers & partners....",Technical Product Manager,high,data scientist,Menlo Park, CA 94025,,CA,94025,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5734,"San Francisco, CA","A2Z Development Center, Inc.","
You have experience using data and metrics to back up assumptions and assertions of business value. As the Head of Products for Amazon’s Stations, you will work...",Principal Product Manager - Prime Music,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5737,"San Francisco, CA",Microsoft,"
Work closely with our data scientists. Experience with distributed systems and big data technologies. Good understanding of data structures, algorithms and...",Software Engineer 2,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5738,"San Francisco, CA","ZealTech, Inc.","
Data Scientist/ Hadoop ArchitectLocation:. HelloOur client is hiring Data Scientist in CA . Developer with 5+ years of Hadoop, Scala and Flume development...",Data Scientist/ Hadoop Architect - Locals preferred,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5741,"San Francisco, CA",Nuna,"
The team works with data from many different sources, processes it, and provides tools for our data scientists....",Software Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5742,"San Francisco, CA",Sedna Consulting Group,"
Data Architect / Data ScientistLocation :. Developer with 5+ years of Hadoop, Scala and Flume development experience5+ years of data architecture (RDBMS)3+...",Data Architect / Data Scientist,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5743,"Emeryville, CA","Aspera, an IBM Company","
Aspera, an IBM company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...","Software Engineer, (Build and Release - Deployment and Insta...",high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5744,"Emeryville, CA","Aspera, an IBM Company","
Leveraging Aspera optimized bulk data transfer products, our automation platform and tools, and third party products as required....",Sr. Solutions Engineer,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5747,"San Francisco, CA",Celgene,"
Experience in developing biomarker sampling plans, working with biomarker data management plans and overseeing biospecimen logistics at vendors and academic...","Manager, Translational Development Operations (Biospecimen M...",high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5750,"San Bruno, CA 94066","Numerate, Inc","
At the very top of our stack are the analysis tools for dealing with these large spaces of data, including web applications, \*NIX command line tools, and...",Full Stack Web Application Engineer,high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5751,"San Francisco, CA 94107 (South Of Market area)","Lumos Labs, Inc.","
Specific experience modeling longitudinal data. Read more about how Lumosity uses Data Science here! The Data Science team at Lumosity works closely with our...",Senior Data Scientist,high,data scientist,San Francisco, CA 94107 (South Of Market area),,CA,94107 (South Of Market area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5756,"San Francisco, CA",Thomson Reuters,"
Works in collaboration with Data Scientists to constantly optimize performance of queries and availability of data. Senior Data Engineer....",Senior Data Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5758,"San Carlos, CA",Helix,"
That's why we are building a platform that will serve millions of users at an unprecedented data scale, data that is the most personal kind of data you can have...",Senior Software Engineer - Front-End,high,data scientist,San Carlos, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5759,"San Francisco, CA","GRAIL, Inc.","
Create statistical models to uncover hidden patterns in the data. Deep understanding of NGS assays and data, experience with advanced computational biology...","BIOINFORMATICS SCIENTIST, RESEARCH AND TECHNOLOGY DEVELOPMEN...",high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5761,"San Bruno, CA 94066",Walmart eCommerce,"
We employ big data at scale -- from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...",Product Manager,high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5767,"Redwood City, CA","SearchTech Consulting, Inc","
Sr Scientist/ Research Engineer. Our mission is to use hard data and science to make quantum leap improvements in the performance of online ads, enhance user...",Sr Scientist/ Research Engineer,high,data scientist,Redwood City, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5768,"Redwood City, CA 94065",NexTag,"
Large-scale data processing pipelines and data storage platform (using Hadoop & family) working with skilled computer scientists and statisticians....",Senior Engineer,high,data scientist,Redwood City, CA 94065,,CA,94065,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5769,"Brisbane, CA 94005",Cutera,"
Experience using software for data analysis, data acquisition, and modeling. Inspire and mentor a team of scientists and engineers to rapidly develop best in...",Director of Research,high,data scientist,Brisbane, CA 94005,,CA,94005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5770,"San Bruno, CA 94066",Walmart eCommerce,"
Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Senior Buyer, Shoes",high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5772,"Belmont, CA",Bina Technologies Inc.,"
The complexity and sheer size of the data in the life sciences will make astronomical data problems look modest....",Sr. Software Engineer - API,high,data scientist,Belmont, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5774,"Emeryville, CA","Aspera, an IBM Company","
Knowledge of scalable “big data” data store design and management approaches is a desired. A desire to create a lasting, high-quality software platform that...",Sr. Software Engineer C/C++ (Networking & Distributed System...,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
